'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[00:05:00.859 12/07/2079]',11.331,-1.563,0.781,-2.344,5.079,2.344,1.172,-1.172,3.126,5.470,3.516,-7.033,-3.126,-9.768,15.238,4.298,20.708,0.391,0.000,15.238,-32.430,-8.596,15.238,-76.190
'[00:05:00.863 12/07/2079]',12.894,10.159,-4.298,-9.768,2.344,3.126,-0.391,3.516,-1.954,1.954,6.642,-3.126,-5.079,-3.907,3.907,8.596,16.801,0.391,5.079,12.503,-42.979,-3.907,3.907,-58.999
'[00:05:00.867 12/07/2079]',13.284,19.927,-1.563,-11.331,2.735,6.642,1.172,8.987,-2.735,1.563,7.814,3.516,-3.126,3.126,-3.516,14.066,12.503,3.126,2.344,-7.424,-23.443,1.172,-3.516,-43.370
'[00:05:00.871 12/07/2079]',10.940,7.033,7.424,-10.940,-0.391,3.126,1.172,10.159,-4.298,-0.391,6.252,3.907,-2.735,4.689,-2.735,6.252,7.424,0.391,-6.642,2.735,-12.112,-3.907,-2.735,-23.834
'[00:05:00.875 12/07/2079]',7.424,8.596,2.344,-7.424,-1.172,0.781,0.391,10.159,-2.344,0.000,1.172,10.159,-1.172,8.596,-5.470,7.424,6.252,-0.391,-1.563,0.781,-7.814,-1.563,-5.470,-8.205
'[00:05:00.879 12/07/2079]',11.331,-8.205,9.377,-0.781,1.954,0.781,-4.298,11.722,-1.172,0.000,-0.391,13.284,-3.126,2.735,-0.391,12.894,3.516,-2.344,-8.596,7.424,-7.424,-7.424,-0.391,9.377
'[00:05:00.883 12/07/2079]',17.973,3.126,0.781,-5.079,6.642,0.391,-1.954,11.331,0.781,0.391,3.907,8.596,1.172,12.894,-0.781,0.781,1.954,-3.126,0.000,0.781,-12.112,1.172,-0.781,61.734
'[00:05:00.887 12/07/2079]',23.443,7.814,-3.126,-3.907,8.596,0.781,-0.781,14.457,0.781,0.391,4.298,14.847,3.126,1.563,12.112,3.516,1.954,-2.344,3.907,4.689,-23.053,-11.722,12.112,162.540
'[00:05:00.891 12/07/2079]',20.708,-1.563,-1.172,0.391,3.126,0.391,-2.344,17.192,-3.907,-4.298,4.298,24.615,-1.954,1.954,10.940,8.205,-1.563,0.000,1.954,5.079,-11.722,-16.410,10.940,311.795
'[00:05:00.895 12/07/2079]',20.317,-13.675,10.549,0.391,3.907,0.391,-1.563,14.066,-3.516,-5.079,8.205,16.020,1.954,23.443,-6.252,-2.735,-5.470,2.344,-9.768,10.549,2.735,7.424,-6.252,448.547
'[00:05:00.898 12/07/2079]',9.768,-22.662,14.847,1.172,-3.516,-5.470,0.391,12.112,-5.470,-5.079,6.642,14.457,4.689,16.020,-7.033,-3.126,-6.252,0.000,-14.066,17.973,19.927,-3.907,-7.033,518.486
'[00:05:00.902 12/07/2079]',2.735,-31.648,-2.344,11.331,-9.768,-12.503,-6.252,8.987,-8.596,-4.689,0.391,13.284,1.954,-8.987,5.079,1.563,-9.768,-3.126,3.126,21.490,24.615,-26.569,5.079,489.963
'[00:05:00.906 12/07/2079]',-2.735,-25.006,-2.735,1.172,-7.814,-12.894,-7.033,-1.172,-2.344,-0.391,-9.768,7.424,6.642,14.066,-15.238,-10.549,-13.675,-1.954,3.516,14.847,48.059,-12.503,-15.238,362.198
'[00:05:00.910 12/07/2079]',-5.861,-10.549,-20.317,-3.126,-7.814,-18.364,-4.298,-8.987,-3.907,0.781,-12.894,1.954,8.596,-3.516,-3.907,-14.457,-15.238,-6.642,21.099,5.079,51.966,-27.741,-3.907,157.460
'[00:05:00.914 12/07/2079]',-4.689,-4.689,-31.258,-1.954,-7.033,-18.755,-9.768,-7.033,-6.642,-0.391,-12.503,1.954,10.159,-2.735,-15.629,-8.596,-16.801,-7.814,32.039,8.596,51.575,-33.993,-15.629,-94.945
'[00:05:00.918 12/07/2079]',0.000,-19.145,-16.801,-7.814,-6.252,-17.582,-10.159,-9.768,-4.689,-5.079,-14.847,1.563,9.768,-8.596,-15.238,-8.205,-20.708,-5.079,17.582,20.317,42.198,-32.039,-15.238,-346.569
'[00:05:00.922 12/07/2079]',-8.987,-14.066,-7.424,-10.549,-14.457,-15.629,-4.689,-6.642,-8.987,-8.987,-7.424,4.298,-1.954,0.391,-14.066,-5.079,-21.490,-1.172,8.205,20.708,11.722,-7.033,-14.066,-565.372
'[00:05:00.926 12/07/2079]',-8.987,-5.470,-8.987,-16.020,-21.490,-12.503,-2.735,-3.126,-11.722,-13.284,4.298,3.516,-2.344,-6.642,-7.814,0.391,-18.755,0.391,9.768,17.973,-7.424,-12.503,-7.814,-690.012
'[00:05:00.930 12/07/2079]',-4.298,-3.907,5.861,-14.066,-16.020,-7.424,1.563,5.861,-6.642,-8.987,8.205,7.033,1.172,-8.987,1.954,4.689,-13.284,7.033,-5.079,18.755,-9.768,-19.927,1.954,-702.515
'[00:05:00.934 12/07/2079]',-5.079,19.536,-3.126,-11.722,-14.066,-2.735,7.424,8.596,-10.549,-6.642,16.020,10.940,-7.033,35.946,-28.132,8.596,-10.940,13.675,3.907,-1.954,-13.675,19.927,-28.132,-622.027
'[00:05:00.938 12/07/2079]',0.000,33.602,-5.079,-16.410,-7.814,1.954,12.894,3.516,-6.252,0.391,13.284,9.768,1.954,21.490,-17.973,10.549,-4.689,16.801,5.861,-10.940,-6.252,4.298,-17.973,-540.757
'[00:05:00.941 12/07/2079]',1.954,29.695,-5.470,-7.814,-4.298,8.205,9.768,3.516,-5.861,1.172,5.861,14.457,2.344,8.596,-16.020,20.317,0.391,21.490,6.252,-8.596,-14.066,4.689,-16.020,-440.733
'[00:05:00.945 12/07/2079]',-0.391,7.814,16.020,-2.344,-3.907,18.755,6.252,-0.781,-8.205,3.907,12.112,9.768,-3.516,14.457,-10.940,18.364,7.814,26.178,-15.238,3.126,-8.987,12.503,-10.940,-350.476
'[00:05:00.949 12/07/2079]',2.735,-0.781,24.225,-5.470,-3.126,17.582,11.331,-6.642,-5.079,3.907,18.755,2.735,3.516,0.391,-4.689,20.317,16.801,24.615,-23.443,8.205,-10.940,4.689,-4.689,-210.208
'[00:05:00.953 12/07/2079]',4.689,-0.781,27.350,-5.470,0.391,19.145,12.112,-7.033,-1.954,10.940,17.973,-1.172,5.079,-25.788,27.741,17.973,28.523,20.317,-26.569,15.238,-19.145,-23.053,27.741,-74.628
'[00:05:00.957 12/07/2079]',-0.391,10.159,23.443,-5.470,0.391,17.973,16.020,-6.642,0.391,14.457,16.020,4.689,-0.781,-5.861,25.397,17.582,32.821,19.536,-22.662,3.907,-17.192,-9.768,25.397,59.780
'[00:05:00.961 12/07/2079]',3.516,21.099,14.066,-8.987,6.252,10.159,22.662,-9.768,1.563,16.020,17.582,4.298,-2.344,4.298,20.708,17.192,33.602,14.847,-13.284,-8.987,-13.284,-1.563,20.708,161.368
'[00:05:00.965 12/07/2079]',8.987,19.145,16.020,-8.596,11.722,19.927,13.675,-10.159,3.126,17.192,17.973,3.126,3.516,-7.814,32.039,14.457,34.383,11.722,-15.238,-4.298,-7.814,-17.973,32.039,203.565
'[00:05:00.969 12/07/2079]',0.391,18.364,16.410,-3.516,5.470,17.582,10.159,-2.344,-1.172,12.112,18.755,8.205,0.000,10.159,12.503,15.629,28.913,14.847,-15.629,-10.549,6.252,0.000,12.503,209.426
'[00:05:00.973 12/07/2079]',-1.563,21.880,5.861,-1.172,0.391,12.894,10.549,0.000,-5.861,5.079,17.582,17.192,-3.126,18.755,-1.172,19.536,20.317,17.973,-5.079,-19.145,13.284,3.516,-1.172,189.109
'[00:05:00.977 12/07/2079]',0.391,3.907,15.629,-8.205,-2.735,12.894,6.252,-4.298,-8.205,3.907,20.317,6.252,-4.298,13.675,1.954,10.940,15.629,13.284,-14.847,-1.172,-1.563,4.689,1.954,166.056
'[00:05:00.980 12/07/2079]',1.172,14.847,12.894,-12.112,-1.172,7.814,7.814,1.172,-8.596,3.126,23.834,8.987,-7.033,20.708,1.954,10.940,14.457,13.675,-12.112,-5.470,-4.689,3.126,1.954,158.632
'[00:05:00.984 12/07/2079]',3.126,12.112,16.801,-8.205,1.563,9.377,6.252,5.079,-7.033,1.563,23.834,16.020,-10.940,25.788,10.159,9.377,10.940,11.722,-16.020,-9.377,-9.768,14.066,10.159,189.890
'[00:05:00.988 12/07/2079]',5.470,1.563,20.708,-6.252,6.642,10.549,2.344,0.391,1.172,4.298,14.066,13.284,-0.781,33.602,-4.689,6.642,9.768,5.079,-19.927,1.172,-7.033,31.258,-4.689,241.856
'[00:05:00.992 12/07/2079]',0.391,5.861,23.443,-10.159,7.033,11.331,1.172,-0.391,3.516,3.907,14.457,12.894,3.907,6.252,17.973,7.033,11.722,3.907,-22.662,4.689,0.000,0.000,17.973,279.365
'[00:05:00.996 12/07/2079]',0.781,9.768,8.205,-5.079,3.126,5.470,0.391,3.516,1.954,3.907,8.596,14.066,3.907,2.735,9.377,13.675,8.987,3.907,-7.424,-1.563,5.470,-9.768,9.377,273.504
'[00:05:01.000 12/07/2079]',0.391,0.000,1.172,-4.298,-1.563,0.391,-1.563,-1.172,2.344,1.954,1.563,6.642,4.689,-5.861,0.781,14.066,3.516,1.172,-0.391,-2.735,10.549,-13.284,0.781,226.227
'[00:05:01.004 12/07/2079]',3.516,-10.940,8.987,-12.894,-1.563,-1.563,-1.172,-5.470,-2.735,-4.689,5.470,1.954,2.735,-22.271,9.768,9.768,0.000,-0.391,-8.205,7.033,7.814,-29.304,9.768,164.493
'[00:05:01.008 12/07/2079]',-10.159,1.563,6.642,-14.066,-12.503,-2.735,4.298,-5.079,-4.298,0.391,2.344,1.172,-5.079,-12.112,15.629,1.563,-3.516,4.298,-5.861,-10.159,16.020,-21.099,15.629,124.249
'[00:05:01.012 12/07/2079]',-5.470,17.582,5.861,-3.907,2.344,2.735,7.033,0.391,3.126,2.735,6.252,5.861,1.954,0.391,10.940,5.861,-0.391,6.642,-5.079,-23.443,17.192,0.391,10.940,140.659
'[00:05:01.016 12/07/2079]',6.642,17.582,12.112,-7.814,15.238,9.377,1.954,0.781,7.814,4.689,14.847,2.344,7.033,13.675,6.642,2.735,0.781,4.689,-11.331,-10.159,1.172,6.252,6.642,202.784
'[00:05:01.020 12/07/2079]',0.391,24.615,9.768,-7.033,10.940,6.642,5.079,2.735,5.079,8.596,13.675,3.516,6.642,26.960,-2.735,2.344,1.954,7.033,-8.987,-7.424,11.331,2.344,-2.735,277.411
'[00:05:01.023 12/07/2079]',9.768,51.966,-22.662,-1.954,17.582,3.516,6.252,7.033,9.377,6.642,7.814,10.159,9.768,31.258,-14.457,8.596,0.781,7.814,23.443,-39.463,3.907,17.973,-14.457,316.093
'[00:05:01.027 12/07/2079]',12.112,1.954,12.112,0.000,14.457,3.126,2.344,5.079,5.079,2.344,10.159,5.861,6.252,27.350,-14.066,5.861,-2.344,5.470,-11.331,3.907,-0.391,19.927,-14.066,305.934
'[00:05:01.031 12/07/2079]',8.987,5.079,20.317,-3.126,12.894,3.907,10.549,1.563,7.814,8.205,12.503,0.391,12.112,2.344,13.675,1.172,1.954,7.424,-19.536,4.298,15.629,-11.722,13.675,257.094
'[00:05:01.035 12/07/2079]',6.252,21.099,11.722,3.907,13.284,4.689,13.284,10.940,12.112,8.596,9.768,9.377,12.894,-1.954,21.490,8.596,3.126,12.112,-10.940,-10.159,15.238,-11.331,21.490,211.380
'[00:05:01.039 12/07/2079]',4.298,3.516,24.615,3.907,8.596,10.159,9.377,7.033,13.675,7.033,7.033,9.377,12.112,-6.642,25.006,8.205,3.126,13.284,-23.834,-2.735,21.880,-14.457,25.006,183.639
'[00:05:01.043 12/07/2079]',-4.298,9.768,20.708,1.563,4.689,9.377,9.768,2.735,12.894,8.205,8.205,1.172,14.066,-6.642,19.536,4.689,5.079,10.549,-19.927,-8.205,40.244,-22.271,19.536,183.639
'[00:05:01.047 12/07/2079]',-3.126,7.424,16.020,5.079,5.861,4.298,8.987,4.689,12.503,3.126,9.377,0.391,17.192,3.126,0.391,5.470,4.689,10.549,-15.238,-3.126,43.761,-15.238,0.391,191.844
'[00:05:01.051 12/07/2079]',-6.252,-1.954,20.317,10.159,5.861,3.516,6.252,3.516,10.159,-0.391,9.377,-3.516,13.284,0.391,-4.689,7.424,4.298,8.987,-19.536,-3.516,28.913,8.205,-4.689,196.142
'[00:05:01.055 12/07/2079]',-1.563,0.000,24.225,0.391,10.940,3.907,7.424,-1.172,12.503,0.781,8.596,-8.205,12.112,-7.424,3.907,5.470,8.596,5.079,-23.443,2.344,0.781,13.284,3.907,206.300
'[00:05:01.059 12/07/2079]',4.689,24.615,7.814,-9.768,16.410,4.298,9.768,-5.861,17.582,4.298,11.331,-11.331,13.675,5.861,7.814,-4.298,15.629,3.907,-7.033,-8.596,-9.377,12.894,7.814,219.585
'[00:05:01.063 12/07/2079]',1.563,34.774,1.954,-4.689,16.801,5.470,10.159,-1.172,19.927,6.252,12.112,-7.814,11.331,7.033,9.377,3.126,20.708,3.126,-1.172,-25.006,1.172,6.252,9.377,239.902
'[00:05:01.066 12/07/2079]',7.033,14.066,9.768,-0.391,18.364,6.642,10.159,-5.861,21.099,10.159,14.066,-12.894,13.675,16.410,3.907,-1.172,21.099,1.954,-8.987,-16.020,18.364,4.298,3.907,261.392
'[00:05:01.070 12/07/2079]',4.689,16.801,8.987,0.391,18.364,7.424,10.940,-6.252,21.490,10.549,12.503,-7.424,16.801,31.258,-3.516,-5.861,17.192,1.954,-8.205,-9.768,36.728,-2.344,-3.516,282.491
'[00:05:01.074 12/07/2079]',-12.503,14.847,8.205,7.814,8.987,1.954,11.331,-4.689,13.284,2.344,6.642,0.391,11.722,13.675,-1.954,0.000,7.424,4.689,-7.424,-11.722,34.383,4.298,-1.954,303.980
'[00:05:01.078 12/07/2079]',-10.549,0.391,8.596,12.894,5.861,-0.391,6.252,-0.781,6.642,-5.079,3.516,3.516,6.642,-12.503,4.298,10.549,-1.563,1.954,-7.814,-7.033,12.503,3.516,4.298,324.298
'[00:05:01.082 12/07/2079]',-5.861,7.424,15.629,-3.907,12.112,0.781,3.516,-4.689,9.768,-6.252,5.470,0.391,6.642,-19.927,10.159,12.112,-3.907,-3.516,-14.847,-0.781,-14.066,0.781,10.159,343.053
'[00:05:01.086 12/07/2079]',-10.549,27.741,1.172,-4.689,13.675,-1.563,1.954,-1.563,7.424,-10.549,5.861,0.391,2.735,-23.834,14.066,10.159,-3.516,-5.861,-0.391,-17.582,-12.112,-3.516,14.066,375.482
'[00:05:01.090 12/07/2079]',-2.344,10.159,7.424,1.172,17.582,-2.344,1.563,-1.172,14.457,-4.689,1.172,2.735,3.516,-10.549,15.629,5.470,-3.126,-7.033,-6.642,-16.410,1.172,0.781,15.629,413.773
'[00:05:01.094 12/07/2079]',3.516,7.033,10.940,-1.563,24.225,-0.781,3.126,-6.252,20.317,-0.391,3.907,-1.954,8.205,8.205,8.596,-3.516,-2.735,-8.205,-10.159,-13.284,11.722,10.159,8.596,445.812
'[00:05:01.098 12/07/2079]',1.954,12.503,1.563,3.516,21.880,-4.298,4.298,-1.563,18.755,0.391,5.079,-2.735,12.503,19.536,1.563,-11.722,-5.861,-6.642,-0.781,-15.629,30.867,6.642,1.563,454.017
'[00:05:01.102 12/07/2079]',-0.391,0.391,3.907,13.675,16.801,-9.768,4.298,4.298,13.284,-4.298,-0.391,5.079,12.112,9.377,-1.172,-6.252,-11.331,-4.689,-3.126,-14.847,47.277,0.781,-1.172,451.282
'[00:05:01.105 12/07/2079]',-8.596,11.331,-1.563,3.516,8.205,-9.377,4.689,0.781,8.987,-7.033,-1.954,1.954,7.424,15.238,-16.801,-2.735,-17.973,-4.298,2.344,-23.443,28.132,23.443,-16.801,430.574
'[00:05:01.109 12/07/2079]',-10.940,17.582,1.954,-6.252,5.079,-7.424,5.079,-1.563,7.424,-2.735,-0.781,-5.861,8.596,0.391,-8.205,-1.954,-16.410,-5.079,-1.172,-15.629,15.238,6.252,-8.205,417.680
'[00:05:01.113 12/07/2079]',-7.424,26.569,-3.516,-4.298,9.768,-4.689,4.298,0.391,10.159,-2.344,0.391,-6.642,9.768,1.563,-7.424,-1.172,-12.503,-6.252,4.298,-23.443,16.410,7.033,-7.424,406.740
'[00:05:01.117 12/07/2079]',0.000,5.861,12.112,-6.642,12.894,-0.391,1.172,-2.344,16.801,2.735,1.954,-9.768,10.549,0.781,4.689,-3.126,-12.894,-4.298,-11.331,-6.642,-1.563,14.066,4.689,409.084
'[00:05:01.121 12/07/2079]',2.735,-1.172,12.112,-4.298,14.457,0.000,0.391,-4.689,20.317,4.298,-2.344,-9.768,14.066,0.391,6.252,-7.424,-12.894,-6.642,-11.331,4.689,-1.563,9.377,6.252,389.939
'[00:05:01.125 12/07/2079]',-4.298,2.344,10.549,-1.563,11.331,-3.907,0.000,-0.781,17.192,0.781,-5.470,-1.563,9.768,-2.735,11.331,-7.033,-15.238,-3.907,-9.768,3.907,9.768,-1.954,11.331,355.946
'[00:05:01.129 12/07/2079]',-0.391,4.689,5.079,3.907,14.847,-3.907,0.000,3.516,16.020,0.000,-3.907,2.344,10.549,-8.205,16.801,-4.689,-16.801,-2.344,-4.298,-2.735,12.894,-5.470,16.801,328.987
'[00:05:01.133 12/07/2079]',-0.391,5.861,-2.344,8.987,10.940,-5.861,1.563,4.689,9.768,-0.781,-2.344,0.391,8.987,-6.642,8.596,-3.907,-17.582,-1.563,3.126,-3.907,18.364,-8.596,8.596,318.828
'[00:05:01.137 12/07/2079]',-4.689,4.298,1.563,8.987,9.377,-5.861,1.172,5.470,9.768,-1.563,-0.781,-0.391,7.424,1.954,-1.954,-0.391,-14.066,-1.954,-0.781,-3.516,32.039,-12.894,-1.954,292.650
'[00:05:01.141 12/07/2079]',-2.735,-1.954,-4.298,10.940,5.861,-5.079,-1.172,1.563,5.861,-5.079,-2.735,0.391,3.516,7.033,-10.159,-1.954,-16.410,-1.172,5.079,-4.689,22.271,5.079,-10.159,253.578
'[00:05:01.145 12/07/2079]',-2.344,1.954,0.391,8.596,7.814,0.781,-0.391,0.391,8.987,-3.516,0.391,-0.781,6.642,19.145,-20.708,-0.391,-14.847,0.391,0.391,-10.549,20.708,22.662,-20.708,223.883
'[00:05:01.148 12/07/2079]',-0.781,12.503,1.172,4.298,11.331,3.516,-1.172,3.516,9.768,0.391,2.344,-0.781,6.252,0.391,1.563,3.126,-12.503,2.735,-0.391,-10.159,7.033,1.954,1.563,214.115
'[00:05:01.152 12/07/2079]',0.391,22.662,-7.424,5.079,11.722,0.781,0.781,7.424,9.377,-0.391,4.689,1.954,10.159,-4.298,7.424,1.954,-12.112,4.689,8.205,-19.536,1.563,1.954,7.424,201.221
'[00:05:01.156 12/07/2079]',-6.642,37.900,-17.582,9.768,6.642,1.954,5.079,8.205,10.549,2.344,1.954,4.689,10.549,-12.112,23.053,-1.563,-11.331,8.987,18.364,-35.946,7.814,-0.781,23.053,156.679
'[00:05:01.160 12/07/2079]',-0.781,0.781,7.424,9.768,5.079,1.563,3.907,6.252,10.159,4.298,6.252,-2.344,8.205,-1.954,16.410,-3.516,-6.642,6.642,-6.642,-4.298,22.662,-12.112,16.410,85.177
'[00:05:01.164 12/07/2079]',5.470,0.000,5.470,6.252,5.861,1.172,4.689,2.735,6.252,-0.391,18.364,-8.205,4.298,25.788,-10.940,-2.344,-0.391,7.424,-4.689,0.000,10.159,13.284,-10.940,-7.814
'[00:05:01.168 12/07/2079]',4.689,-11.331,11.722,7.424,3.516,1.954,4.298,0.781,3.907,0.391,10.549,-5.079,0.781,3.126,2.344,2.735,2.735,8.205,-10.940,11.722,-1.954,2.344,2.344,-100.415
'[00:05:01.172 12/07/2079]',11.722,3.516,6.252,0.781,11.722,8.987,3.126,-2.344,5.079,2.344,12.503,-3.907,-1.563,28.132,-8.205,-0.391,7.424,8.205,-5.470,0.781,-13.284,25.788,-8.205,-181.294
'[00:05:01.176 12/07/2079]',14.457,26.178,-13.675,1.172,14.847,9.377,5.470,-2.344,4.298,2.735,12.112,-3.126,-3.126,21.099,-3.126,3.516,12.503,8.596,14.457,-18.364,-12.112,10.549,-3.126,-266.862
'[00:05:01.180 12/07/2079]',12.894,10.549,-8.596,4.298,14.457,5.861,0.391,-1.563,3.516,5.079,5.470,-5.470,-3.126,-8.205,15.629,5.470,11.331,4.298,9.377,-10.940,-13.284,-10.159,15.629,-362.589
'[00:05:01.184 12/07/2079]',9.377,7.814,-3.126,5.861,14.066,8.596,-0.391,-2.344,3.907,4.689,7.814,-6.252,-3.907,4.689,10.549,-0.391,10.159,2.735,3.907,-14.847,-7.033,2.735,10.549,-452.845
'[00:05:01.188 12/07/2079]',18.364,12.112,-6.642,-3.126,18.364,7.033,1.172,-7.033,3.516,3.126,12.112,-9.377,-3.907,32.821,-10.940,-7.033,9.377,-0.391,7.424,-12.503,-15.238,23.443,-10.940,-509.109
'[00:05:01.191 12/07/2079]',8.987,3.516,0.781,-5.861,7.814,1.563,0.391,-2.344,1.172,-1.172,5.861,0.000,-0.781,-9.377,17.582,-0.391,5.861,-2.344,0.000,-1.172,-23.834,-5.470,17.582,-521.612
'[00:05:01.195 12/07/2079]',8.205,-1.954,11.722,0.000,10.549,2.344,0.391,3.516,4.298,0.391,2.735,2.735,6.642,-12.112,10.940,5.079,5.470,-3.516,-10.940,3.126,-17.192,-1.563,10.940,-502.076
'[00:05:01.199 12/07/2079]',13.675,7.033,-1.563,-1.954,12.112,1.563,-0.391,3.516,3.907,0.000,7.033,-3.516,6.642,-15.238,16.410,-0.391,4.298,-9.377,2.344,-5.470,-10.940,-17.582,16.410,-479.805
'[00:05:01.203 12/07/2079]',9.768,-9.768,7.033,6.252,9.377,-2.344,-3.516,10.159,1.563,-2.735,0.781,1.954,4.689,-12.503,4.298,5.470,3.516,-12.503,-6.252,10.159,-0.391,-18.364,4.298,-464.176
'[00:05:01.207 12/07/2079]',8.205,0.000,5.470,-1.954,7.033,-1.954,-5.079,10.940,0.781,-4.689,-4.298,5.470,-1.172,-7.814,0.391,5.470,-1.563,-11.331,-4.689,9.377,-26.569,-3.516,0.391,-461.050
'[00:05:01.211 12/07/2079]',13.675,14.847,-11.722,-8.205,8.596,-1.954,-2.344,4.298,0.391,-3.126,2.344,-6.642,-4.298,12.894,-7.033,-8.987,-5.861,-10.549,12.503,-10.940,-28.523,16.801,-7.033,-453.626
'[00:05:01.215 12/07/2079]',17.582,21.099,-8.205,-12.112,10.159,-0.391,-0.391,7.814,0.391,-5.470,8.205,-3.126,0.391,28.913,-19.536,-9.768,-7.814,-6.642,8.987,-12.894,-24.615,30.085,-19.536,-427.448
'[00:05:01.219 12/07/2079]',6.642,10.549,2.344,-7.814,1.563,-1.563,-1.563,14.066,-2.344,-7.033,5.470,4.298,4.689,1.954,-1.954,-4.689,-14.066,-0.781,-1.563,-2.735,-10.159,3.126,-1.954,-392.283
'[00:05:01.223 12/07/2079]',3.126,8.205,-1.954,-4.689,-1.954,-2.735,-0.391,9.768,0.000,-1.954,0.391,0.391,10.940,-5.079,3.907,-12.503,-17.973,0.781,2.735,-17.973,10.159,1.954,3.907,-357.118
'[00:05:01.227 12/07/2079]',1.954,-3.907,10.549,-1.954,-1.954,-1.172,0.000,9.377,0.391,0.781,-1.563,0.781,14.847,-7.424,1.954,-9.377,-17.192,0.000,-9.768,1.172,21.490,-10.159,1.954,-339.536
'[00:05:01.230 12/07/2079]',2.735,-3.126,6.252,-6.252,-3.126,-3.516,-4.298,12.112,-5.079,-3.516,-4.298,4.298,11.722,-18.364,0.781,-3.516,-17.973,-2.735,-5.470,13.284,-1.954,-14.847,0.781,-332.503
'[00:05:01.234 12/07/2079]',9.377,14.066,-7.033,-9.768,0.391,-4.298,-2.735,13.675,4.689,-0.391,-5.470,5.861,13.284,0.391,0.391,-8.596,-19.145,0.000,7.814,-7.424,-10.159,3.907,0.391,-321.954
'[00:05:01.238 12/07/2079]',9.377,1.563,-8.987,-10.940,-2.735,-8.596,-3.516,5.861,0.781,-6.642,-5.861,0.781,6.642,15.238,-19.536,-13.284,-23.053,-4.298,9.768,4.689,-20.708,23.053,-19.536,-297.729
'[00:05:01.242 12/07/2079]',2.344,9.768,-22.662,-10.940,-10.940,-9.768,-6.252,6.642,-3.126,-13.675,-5.470,3.126,5.861,4.298,-18.364,-11.331,-25.788,-3.126,23.443,0.391,-18.364,12.894,-18.364,-264.127
'[00:05:01.246 12/07/2079]',0.391,14.847,-30.867,-3.516,-8.987,-9.768,-8.205,8.596,0.391,-9.377,-7.033,-0.391,5.861,-6.642,-9.768,-6.252,-23.834,0.391,31.648,-13.284,-10.159,2.344,-9.768,-231.306
'[00:05:01.250 12/07/2079]',2.735,-25.006,0.391,0.391,-7.814,-5.079,-12.503,5.079,-2.735,-7.424,-4.689,-9.768,3.126,-13.675,-9.377,-5.861,-23.053,-0.781,0.391,19.927,0.000,-10.549,-9.377,-203.175
'[00:05:01.254 12/07/2079]',1.563,-15.629,-0.781,-6.252,-8.205,-1.954,-11.722,1.563,-5.861,-7.033,-5.079,-10.159,5.470,-17.192,-10.940,-7.424,-19.536,-0.781,1.563,19.145,7.424,-20.317,-10.940,-185.201
'[00:05:01.258 12/07/2079]',1.563,1.563,-1.172,-8.596,-4.298,1.172,-5.470,2.735,1.954,-0.781,-10.159,-1.954,8.987,-3.907,-3.516,-13.284,-15.629,5.470,1.954,2.344,17.973,-12.112,-3.516,-175.043
'[00:05:01.262 12/07/2079]',-1.563,-8.596,2.344,-7.814,-10.940,0.000,-4.689,1.954,1.172,-2.735,-6.642,-4.689,6.642,-0.781,-5.470,-14.066,-16.410,7.814,-1.563,7.424,9.768,-3.516,-5.470,-168.400
'[00:05:01.266 12/07/2079]',3.907,7.424,-7.424,-9.768,-7.033,0.000,0.391,0.391,1.563,-3.516,0.000,-8.205,13.675,21.099,-27.350,-17.973,-10.940,8.596,8.205,-4.298,16.020,16.020,-27.350,-158.632
'[00:05:01.270 12/07/2079]',3.516,17.973,-28.913,-1.563,-6.642,0.000,-1.954,1.563,0.781,-1.172,-2.735,-8.596,8.205,0.391,-10.159,-10.159,-5.079,10.159,29.695,-14.457,5.470,-2.735,-10.159,-145.739
'[00:05:01.273 12/07/2079]',0.391,-4.298,-10.549,1.954,-10.159,2.344,-4.298,0.000,0.781,0.391,-4.689,-12.894,9.377,-8.205,-11.331,-6.252,-0.781,11.722,11.331,-0.391,9.377,-8.205,-11.331,-133.626
'[00:05:01.277 12/07/2079]',3.126,-12.112,0.000,-1.563,-5.470,6.642,-2.344,-9.377,0.000,1.172,-1.172,-17.192,9.377,18.364,-38.681,-7.814,5.079,9.768,0.781,6.252,16.801,17.192,-38.681,-129.719
'[00:05:01.281 12/07/2079]',5.079,4.689,-3.126,1.172,0.000,12.112,1.954,-4.689,2.735,6.252,-0.781,-15.238,13.284,-5.079,-16.020,1.563,15.238,10.159,3.907,-3.516,17.582,-10.159,-16.020,-128.938
'[00:05:01.285 12/07/2079]',7.424,1.954,6.252,8.596,2.735,11.331,7.424,1.954,7.033,8.205,-1.172,-5.470,15.238,-7.033,-5.079,5.470,17.582,15.238,-5.470,-1.954,15.629,-7.814,-5.079,-131.282
'[00:05:01.289 12/07/2079]',7.424,3.907,5.079,5.470,0.391,9.768,10.549,1.954,5.079,4.298,0.391,3.907,13.284,3.126,-7.424,3.907,16.410,17.582,-4.298,-5.861,15.629,3.907,-7.424,-125.031
